Geneid,AK079M,AK083M,AK095M,AK096M
ENSG00000162398,0,0,0,0
ENSG00000116133,59,874,1036,160
ENSG00000143001,0,6,8,0
ENSG00000162399,0,0,0,0
ENSG00000169174,24,365,398,48
ENSG00000162402,985,2268.5,2704.5,1258
ENSG00000162407,316,304,616,412
ENSG00000162409,133,310,370,163
ENSG00000187889,0,0,0,0
ENSG00000157131,0,0,0,0
ENSG00000021852,0,0,0,0
ENSG00000173406,0,0,0,0
ENSG00000162600,24,252,244,55
ENSG00000184292,0,0,0,0
ENSG00000162601,300,375,388,379
ENSG00000177606,4262.5,1472,2378,4653
ENSG00000172456,7,66,82,20
ENSG00000134709,0,9,5,0
ENSG00000134716,0,0,0,0
ENSG00000162598,0,0,0,0
ENSG00000162599,113,280,525,215
ENSG00000162604,88,272,354,117
ENSG00000132849,77,779,815,170
ENSG00000240563,0,0,0,0
ENSG00000132854,1,2,18,2
ENSG00000162607,426,1732,1985.5,819
ENSG00000116641,316,1247,1271,495
ENSG00000132855,0,0,0,0
ENSG00000125703,35,148,237,61
ENSG00000187140,53,13,43,51
ENSG00000088035,32,254,209,55
ENSG00000142856,4,145.33,161.5,29
ENSG00000203965,35,118,132,37
ENSG00000079739,71,1110.33,1363,124.5
ENSG00000185483,57,1389.5,1498,213
ENSG00000177414,0,0,0,0
ENSG00000158966,34,153,166,47
ENSG00000162437,45,310,337,115
ENSG00000162434,1246,8524.5,11268.5,2024.5
ENSG00000162433,50.5,152.5,186.5,102.5
ENSG00000116675,42,298,320,124
ENSG00000213625,136,284,399.5,189.5
ENSG00000116678,7,273,387.5,14.5
ENSG00000184588,456,248,391,1148.5
ENSG00000118473,0,0,0,0
ENSG00000152760,0,0,0,0
ENSG00000172410,0,0,0,0
ENSG00000152763,30,10,12,27
ENSG00000198160,289,540.67,479,403
ENSG00000116704,70,209,242,110
ENSG00000203963,0,0,0,0
ENSG00000162594,0,0,0,0
ENSG00000081985,3,0,0,0
ENSG00000142864,1135.08,4663.82,5164.15,2181.17
ENSG00000116717,922,291.5,443,1500.5
ENSG00000172380,106,704,1024.33,287.5
ENSG00000162595,0,0,10,0
ENSG00000116729,43,426,552,83
ENSG00000116745,0,0,0,0
ENSG00000024526,190.17,1314.83,1475,446.33
ENSG00000033122,0,0,0,0
ENSG00000066557,178,611,661,308
ENSG00000116754,427.5,1559,1693,723.5
ENSG00000118454,244,427,625,353
ENSG00000197568,25,50,64,21
ENSG00000279230,0,0,0,0
ENSG00000116761,18,54,48,20
ENSG00000050628,2,0,0,0
ENSG00000132485,401,729,777,633
ENSG00000172260,1,0,0,0
ENSG00000162620,6,11,17,3
ENSG00000254685,24.5,173.92,177.5,77
ENSG00000259030,5.5,34.42,37.5,10
ENSG00000116783,0,1.67,0,0
ENSG00000162621,0,0,0,0
ENSG00000178965,0,0,0,0
ENSG00000116791,176,1336.5,1446.5,271
ENSG00000162623,71,293,287,192
ENSG00000162624,0,0,0,0
ENSG00000137968,0,0,0,2
ENSG00000117054,124,516.5,666,177
ENSG00000137955,1072,1557.5,1816.5,1226.5
ENSG00000057468,12,4,10,7
ENSG00000154007,0,0,0,0
ENSG00000184005,0,6,4,0
ENSG00000117069,0,0,0.5,0
ENSG00000142892,44,715,864,84
ENSG00000154027,15,142,151,36
ENSG00000036549,390.5,890,1119,610
ENSG00000077254,200.5,900.5,1113,358
ENSG00000180488,88,358,536,179
ENSG00000162614,48,63,35,49
ENSG00000162613,1158,4008,4503,1850
ENSG00000162616,178,564.33,724,538
ENSG00000137960,1,0,0,1
ENSG00000122420,0,0,0,0
ENSG00000137959,0,0,0,0
ENSG00000137965,0,0,0,0
ENSG00000162618,0,0,0,0
ENSG00000117114,11,31,18,3
ENSG00000137941,10,94,62,16
ENSG00000142875,26,267,350,87
ENSG00000203943,7,2,8,6
ENSG00000137976,0,0,0,0
ENSG00000117133,252,756.5,885,374
ENSG00000174021,318.83,1239.5,1384.67,622.67
ENSG00000117151,27,179,297,56
ENSG00000117155,84,568,669.5,133
ENSG00000171517,0,0,0,0
ENSG00000153898,7,36,59,5
ENSG00000162643,3,31,25,2
ENSG00000055732,23,67,39,20
ENSG00000097096,366,217,206,328
ENSG00000162642,363,240,250,444
ENSG00000142867,386,480,648,525
ENSG00000153904,172,166,293.5,332
ENSG00000142871,16306,1797,2118,14844
ENSG00000117174,319.5,508,600,412
ENSG00000171502,2,3,0,0
ENSG00000122417,65,179,185,103
ENSG00000137975,0,0,0,0
ENSG00000016490,0,0,0,0
ENSG00000016602,0,2,0,0
ENSG00000097033,219,713,1024,449
ENSG00000183291,160,1155,1551,341
ENSG00000153936,25.5,275.5,382,69
ENSG00000267561,8.5,167.5,231,41
ENSG00000143013,128,191,340,289
ENSG00000065243,246,1235.5,1557.5,514
ENSG00000137947,124,294,383,254
ENSG00000137944,33,237,261,22
ENSG00000213516,83.9,235.52,248.83,181.92
ENSG00000117226,28,24,82.5,39
ENSG00000117228,2,0,3.5,3
ENSG00000162645,7,8,10,4
ENSG00000213512,0,0,0,0
ENSG00000162654,0,0,0,0
ENSG00000154451,0,0,0,2
ENSG00000183347,0,0,0,0
ENSG00000197147,96,526,520,229
ENSG00000171488,546,1085.5,1743.85,920.75
ENSG00000271949,38,105.5,166.15,59.25
ENSG00000171492,218,1926,2075,612
ENSG00000162664,265,766,904,524
ENSG00000143032,0,0,0,0
ENSG00000122482,574,1236,1317,998
ENSG00000162669,0,6,0,0
ENSG00000097046,31,248,278,140
ENSG00000069702,47,234,301,106
ENSG00000137948,0,0,2,0
ENSG00000172031,0,7,8,1
ENSG00000230667,2.75,22,23.24,10.94
ENSG00000189195,6,15,18,6
ENSG00000069712,6,60,100,14
ENSG00000203910,0,0,0,0
ENSG00000174842,91,258,253,97
ENSG00000122484,103.5,284,338,166
ENSG00000162676,2,2,3,6
ENSG00000067208,100,380.5,507,168
ENSG00000122406,1465,9848.31,11204.2,2786.62
ENSG00000154511,38,179,268,82
ENSG00000143033,155,344,418,228
ENSG00000117500,118,671,811.67,223
ENSG00000122483,82,255,310,128
ENSG00000117505,371,615,710,687
ENSG00000137942,140,511,552,260
ENSG00000137936,1437,2059.5,3010,3380
ENSG00000067334,594,1726.5,1460,865
ENSG00000023909,338,3114.5,2683,699
ENSG00000198691,0,5,4,2
ENSG00000137962,1193,2303,2329,1528
ENSG00000117528,110,1085.5,1299.5,200
ENSG00000117525,119,91,109,180
ENSG00000143036,14,48,98,13
ENSG00000117519,167,1136,1374,364
ENSG00000172339,9,206,256,53
ENSG00000152078,16.5,255.83,255,22.5
ENSG00000271092,19,146.83,172,38
ENSG00000122481,63.5,115.33,165,151
ENSG00000117569,206,251,293,250
ENSG00000188641,11,114,183,21
ENSG00000162627,59,674,877,140
ENSG00000117598,0,0,0,0
ENSG00000117600,0,0,0,0
ENSG00000099260,0,16,38,20
ENSG00000156869,6,56,88,14
ENSG00000162688,82,566,696,139
ENSG00000117620,42,248.33,296.5,89
ENSG00000156875,195.5,812,1019.5,441
ENSG00000156876,94,429,408,150
ENSG00000122435,125,226,292,182
ENSG00000122477,0,7,2,2
ENSG00000137992,69,188,210,72
ENSG00000137996,154,568,585.5,325
ENSG00000079335,55,137,150,66
ENSG00000181656,0,0,0,0
ENSG00000162692,2,4,12,0
ENSG00000162694,26,171,186,27
ENSG00000162695,141,462,504,178
ENSG00000117543,112,466,459,261
ENSG00000170989,0,0,0,0
ENSG00000118733,0,0,0,0
ENSG00000060718,2,0,0,0
ENSG00000185946,256,241.5,332,360
ENSG00000240038,2.67,3.62,8,5.58
ENSG00000243480,0.67,1.62,1.5,0.33
ENSG00000237763,0,0.25,0.5,0.25
ENSG00000174876,0,0,0.5,0.25
ENSG00000187733,0,0.38,0.5,0.25
ENSG00000198890,0,0,0,0
ENSG00000162631,0,0,0,0.2
ENSG00000134215,1,34,35.33,6
ENSG00000085491,270,1136,1763,581
ENSG00000196427,0,0,0.5,0
ENSG00000186086,0,0,0,0
ENSG00000162636,47,278,429,138
ENSG00000162639,8,28,64,23
ENSG00000134186,468,561,486,393
ENSG00000143107,3,0,0,0
ENSG00000116266,135,760,947,263
ENSG00000162641,0,6,1,1
ENSG00000274068,3,33.5,39,10
ENSG00000121957,81,767,929,228
ENSG00000121940,87,861.5,1030,194
ENSG00000085433,113,244,326,201
ENSG00000197780,142,309,275,215
ENSG00000215717,63,62,73,82
ENSG00000179902,0,0,0,0
ENSG00000116299,2,29,20,9
ENSG00000031698,285,1772,1910,470
ENSG00000143126,137,902,1314,361
ENSG00000134222,149,752,1057.5,458
ENSG00000221986,0,0,0,0
ENSG00000134243,8,332,375,30
ENSG00000143106,344,2001,2200.5,603.5
ENSG00000143028,0,3,0,0
ENSG00000162650,123,136,210,193
ENSG00000174151,87,106,124,175
ENSG00000181754,13,38,57,55
ENSG00000156097,0,0,1,0
ENSG00000065135,234,1498,1761.5,499
ENSG00000134183,2,8,0,1
ENSG00000116337,698,1107,1493,1022.2
ENSG00000168765,10,76.67,79.3,11.75
ENSG00000213366,0,2.42,10.01,2.08
ENSG00000134184,0,3.25,5.29,1.83
ENSG00000134201,0,0.67,1.4,0.33
ENSG00000134202,7,124,164,29
ENSG00000198758,8,26,90,17
ENSG00000184371,302,825,880,535
ENSG00000168710,295,2243,2662.33,418.33
ENSG00000143093,382,639,914,581
ENSG00000156150,0,0,0,0
ENSG00000186150,1,0,0,0
ENSG00000197106,15,101,260,65
ENSG00000116396,105,153,211,309
ENSG00000162775,1073,1316.5,1671.5,1705.5
ENSG00000168679,74,570,942,147
ENSG00000134248,177,620,701.5,288
ENSG00000143125,0,0,0,0
ENSG00000143105,0,0,1,0
ENSG00000177301,0,0,0,0
ENSG00000177272,0,0,0,0
ENSG00000143119,0,0,0,0
ENSG00000121931,292,578,622,443
ENSG00000156171,41,298,329,62
ENSG00000134255,63,245,306,88
ENSG00000162777,0,2,26,4
ENSG00000064886,0,0,0,0
ENSG00000134216,0,0,0,0
ENSG00000173947,0,0,2,0
ENSG00000085465,4,27,22.5,7
ENSG00000116455,495.5,1321,1725.5,1041
ENSG00000116459,292.25,1867.25,2272,609.17
ENSG00000143110,8,0,3,8
ENSG00000121933,0,0,0,0
ENSG00000116473,53,316,270,123
ENSG00000197852,38,39,60,113
ENSG00000064703,376,721,937,659
ENSG00000171385,0,1,0,0
ENSG00000143079,188,394,535,314
ENSG00000134245,0,0,16,6
ENSG00000007341,110,127,140,114
ENSG00000116489,238,1804.5,2134.83,451.5
ENSG00000155363,231,1132,1338.17,526
ENSG00000155366,624.57,2045.34,3107.76,1551.38
ENSG00000271810,236.57,798.84,1241.76,590.38
ENSG00000155367,27.11,22.83,41.48,86.73
ENSG00000184599,0,2,8,11
ENSG00000155380,477.5,1702,1992,803
ENSG00000198799,305.5,241,401,357
ENSG00000081026,303,552.5,793,513
ENSG00000116793,74,368,389,144
ENSG00000081019,216,320,454,413
ENSG00000134242,1,0,2,0
ENSG00000188761,3,3,7,3
ENSG00000134262,189,409,442,337
ENSG00000118655,213,347,415,417
ENSG00000163349,334,1284,1500,463
ENSG00000116774,19,206,103,10
ENSG00000134207,6,42,14,7
ENSG00000197323,336.5,928,1090,573.5
ENSG00000116752,133.5,459,467,253
ENSG00000175984,6,17,20,17
ENSG00000116748,3,0,0,0
ENSG00000213281,153,517,735,326.33
ENSG00000009307,836.83,7001.5,8051.17,1470
ENSG00000052723,47,116,152,109
ENSG00000198765,0,0,0,0
ENSG00000134200,0,0,0,0
ENSG00000134198,0,7,27,3
ENSG00000134259,55,60,100,54
ENSG00000173218,132,758,897,297
ENSG00000118729,0,0,0,0
ENSG00000177551,0,0,0,0
ENSG00000163393,14,8,9,11
ENSG00000173212,0,0,0,0
ENSG00000163399,593,6922,9145.72,1202.5
ENSG00000116815,60,236,303,135
ENSG00000143061,106.67,1457.3,2521.7,399.76
ENSG00000203864,0,0,0,0
ENSG00000116824,0,0,0,0
ENSG00000134247,49,796,1234.5,244
ENSG00000134256,0,13,21.5,7
ENSG00000116830,242,929,1230,447
ENSG00000134253,18,81,83,32
ENSG00000134258,0,0,0,0
ENSG00000198162,152,778.5,730,230
ENSG00000183508,7,2,1,12
ENSG00000196505,89,276,338,122
ENSG00000065183,678,1995.5,2011.17,1050.5
ENSG00000155761,0,0,0,0
ENSG00000092607,0,2,4,0
ENSG00000116874,23,128,230,57
ENSG00000116882,0,0,0,0
ENSG00000203859,0,0,0,0
ENSG00000203857,0,0,0,0
ENSG00000143067,39,48,83,45
ENSG00000092621,66,2293.5,2375,195
ENSG00000134240,0,0,0,0
ENSG00000134193,0,0,0,0
ENSG00000134249,0,0,0,0
ENSG00000134250,1055.9,2911.72,4086.98,1731.2
ENSG00000265808,45.92,328.58,367.67,81.5
ENSG00000278882,25.73,36,41.2,39.75
ENSG00000273136,108.5,143.76,210.18,177.99
ENSG00000263353,0.67,4.95,2.72,1.69
ENSG00000198019,0,0,0,0
ENSG00000188610,51.33,173.67,157.33,107.58
ENSG00000171943,52,418.55,466.55,166.39
ENSG00000203818,549.48,630.61,1013.21,1110.73
ENSG00000263513,60.33,167.83,178.83,91.17
ENSG00000271567,0.11,0.57,0.45,0.54
ENSG00000266338,143.93,253.2,352.6,206.45
ENSG00000279782,0.11,0.57,0.45,0.54
ENSG00000196369,86.33,428.35,542.88,205.56
ENSG00000215784,51.5,165,176.67,88.17
ENSG00000256374,0.11,0.57,0.45,0.54
ENSG00000162825,117.1,87.75,169.47,145.1
ENSG00000117262,78,222,325.38,105
ENSG00000174827,2,14,24,2.2
ENSG00000117281,0,0,0,0
ENSG00000265491,140.67,452,541,173.33
ENSG00000186141,554,768,851,709
ENSG00000186364,97,78,98,127
ENSG00000131788,218,822,988,332
ENSG00000198483,0,0,2,1
ENSG00000143127,40,26,36,38
ENSG00000131779,116,231,353,301
ENSG00000265241,504.5,1379.83,1513,934.83
ENSG00000271601,96,610.33,860,271
ENSG00000272031,25,14,11,36
ENSG00000121851,9,97,113,27
ENSG00000265972,4,2,3,21
ENSG00000168509,0,0,0,0
ENSG00000271425,207.49,213.03,300.92,315.97
ENSG00000213240,46.32,58.62,72.6,78.79
ENSG00000264343,52.17,67.41,82.89,79.99
ENSG00000270339,0,0,0.2,0.29
ENSG00000268043,563.03,535.04,809.53,861.33
ENSG00000131791,167,125,189,231
ENSG00000131781,0,2,2,1
ENSG00000131778,287,1466,1815,549
ENSG00000116128,190,653,794,375
ENSG00000162836,117,261,439,264
ENSG00000265107,0,0,0,0
ENSG00000121634,0,0.5,0,0
ENSG00000188092,62.5,217,294.03,99
ENSG00000263956,171.64,232.62,329.07,276.57
ENSG00000236334,0.41,4.76,3.87,2.09
ENSG00000270629,405.73,346.28,505.68,559.18
ENSG00000178104,64,307.83,391.17,123.08
ENSG00000269713,205.71,385.33,482.69,320.88
ENSG00000271383,239.36,235.44,305.07,348.24
ENSG00000263464,0.41,4.26,3.87,2.09
ENSG00000272058,0,0,0.5,1.17
ENSG00000150337,0,0,0,0
ENSG00000203814,3788.37,6138.47,6651.5,5052.35
ENSG00000183598,2918.71,3194.31,5031.52,5285.42
ENSG00000270882,3087.83,4567.33,5933.17,5068
ENSG00000203811,5084.31,8236.69,12891.32,11148.29
ENSG00000203812,6015.68,7825.41,11327.21,9703.07
ENSG00000184678,3952.63,5230.25,5395.71,5392.08
ENSG00000272196,7019.92,9238.65,14436.07,12347.05
ENSG00000203852,5584.14,9371.01,15434.63,13270.82
ENSG00000270276,4326.33,6727.33,9802.42,7736
ENSG00000184260,3423.22,4021.38,5772.44,5337.43
ENSG00000184270,1890.5,3391.82,5282.29,3371.57
ENSG00000178096,81,146,255,219
ENSG00000159164,3,2,4,3
ENSG00000143368,1447,3964.5,4581,2454.5
ENSG00000014914,317,433,834,644
ENSG00000264522,584,937,1327,1351
ENSG00000136631,82,587,649,193
ENSG00000023902,118,189,320,260
ENSG00000143401,103,1267,1247,233
ENSG00000118298,0,0,0,0
ENSG00000117362,234,1150,1620,550
ENSG00000118292,4,2,3,0
ENSG00000159208,4,1,0,7
ENSG00000266472,251,673,752,531.5
ENSG00000278939,0,0,0,0
ENSG00000117360,998,2402.5,2594.5,1386
ENSG00000163125,410,1663,1821,987
ENSG00000143374,374,924,1201,722
ENSG00000143369,54,45,113,83
ENSG00000143382,79,160,343,184
ENSG00000143384,5395,3202,5992.67,7183
ENSG00000143420,380,1192.5,1613,635.5
ENSG00000143457,84,355,434,132
ENSG00000143452,69,166,211,104
ENSG00000163131,13,150,227,17
ENSG00000143387,30,44,57,42
ENSG00000143437,117,786,996.5,310
ENSG00000143379,677,1039,1392.33,1125
ENSG00000143418,848,3835.5,5314.5,1671.5
ENSG00000143412,13,32,25,9
ENSG00000143409,21,132,163,65
ENSG00000143363,51,296,314.5,153
ENSG00000163141,6,11,8,5
ENSG00000143443,111,227,340,245
ENSG00000197622,239,494,596,448
ENSG00000213190,80,441,527,183
ENSG00000143458,13,84,71,44
ENSG00000143434,76,107,202,129
ENSG00000163154,1,0,0,0
ENSG00000163156,292,544,807,570
ENSG00000163155,79,134,172,106
ENSG00000163157,10,6,13,8
ENSG00000163159,371,863,1105,786
ENSG00000143398,1042.67,1574.17,1639.17,1415.83
ENSG00000159352,519.83,3317.33,4243,1181.5
ENSG00000143373,793,1274,2016,1484
ENSG00000143393,363,1051,1366.5,592
ENSG00000143390,408,1050,1212,675
ENSG00000143416,13,57,185,35
ENSG00000159377,574,4357,5486.5,1380
ENSG00000143442,1129,1722.5,2260,1600
ENSG00000143375,20,67,61,35
ENSG00000143367,278,368,508,426
ENSG00000143376,97,472,589,178
ENSG00000159409,0,0,0,0
ENSG00000178796,0,0,0,2
ENSG00000143436,279,954,1303,512.5
ENSG00000143450,9,17,13,18
ENSG00000182134,22,282,355,47
ENSG00000213171,0,0,0,0
ENSG00000143365,2,2,2,0
ENSG00000225556,0,0,0,0
ENSG00000196407,0,0,0,0
ENSG00000159445,45,262.17,312.67,87
ENSG00000197747,2322,5768.5,7796,4388
ENSG00000163191,2321.5,7150.7,9115.5,4504.28
ENSG00000182898,0,0,0,0
ENSG00000159450,6,4,10,5
ENSG00000215853,0,0,0,0
ENSG00000197915,2,0,0,2
ENSG00000143631,0,2,0,0
ENSG00000143520,0,0,0,0
ENSG00000143536,0,0,0,0
ENSG00000186207,0,0,1,0.5
ENSG00000244057,0,0,0,0.5
ENSG00000279850,0,0,0,0
ENSG00000169509,2,1,0,2
ENSG00000185966,0,0,1,0
ENSG00000163202,0,0,8,0
ENSG00000187238,0,0,0,0
ENSG00000185962,0,0,0,0
ENSG00000187223,0,0,0,0
ENSG00000187180,0,0,0,0
ENSG00000159455,0,0,0,0
ENSG00000187173,0,0,0,0
ENSG00000187170,0,0,0,0
ENSG00000198854,0,0,0,0
ENSG00000196734,0,0,0,2
ENSG00000203786,0,0,0,0
ENSG00000240386,0,0,0,0
ENSG00000186226,0,1,0,0
ENSG00000172155,0,0,0,0
ENSG00000197084,2,2,0,0
ENSG00000186844,0,0,0,0
ENSG00000235942,0,0,0,0
ENSG00000163206,0,0,0,0
ENSG00000163207,0,0,0,0
ENSG00000184148,0,0,0,0
ENSG00000169474,0,0,0,0
ENSG00000163209,0,0,0,0
ENSG00000169469,0,0,0,0
ENSG00000163216,0,0,0,0
ENSG00000241794,0,0,0,0
ENSG00000196805,0,0,0,0
ENSG00000203785,0,0,0,0
ENSG00000244094,0,0,0,0
ENSG00000159516,0,0,0,0
ENSG00000203784,0,0,0,0
ENSG00000203783,0,0,0,0
ENSG00000203782,0,0,0,0
ENSG00000159527,0,0,0,0
ENSG00000163218,0,0,0,0
ENSG00000163220,0,0,0,12
ENSG00000163221,0,0,0,0
ENSG00000143546,0,0,0,2
ENSG00000184330,0,0,0,0
ENSG00000197364,0,0,0,0
ENSG00000143556,0,0,0,0
ENSG00000197956,6024.5,11862.67,15376.83,11621.83
ENSG00000196420,11,10,17,10
ENSG00000196154,691.5,2901,4435.5,2428
ENSG00000188015,221,524,865,528.5
ENSG00000196754,60,44,93,127
ENSG00000188643,685.75,1514,2495,1660
ENSG00000189334,10,2,3,8
ENSG00000189171,173,638,1048,579
ENSG00000160678,1,4,7,8
ENSG00000160679,770.67,1067,1335,1268
ENSG00000143553,101,375,443,247
ENSG00000143621,1142.5,5082,5817.67,1884
ENSG00000169418,6,29,86,13
ENSG00000143624,754,1760,2047.5,1151
ENSG00000279767,1,0,2,2
ENSG00000143554,208,141,164,230
ENSG00000143614,207,692,1077,483.33
ENSG00000198837,1755.11,2494,3650,3392
ENSG00000160741,643.5,1262.5,1757,1224
ENSG00000143570,431.5,2481.5,3988.5,1130
ENSG00000143578,72,194.5,266,146
ENSG00000143543,306,1358,1727.5,774
ENSG00000143545,116,1156.33,1590,282.5
ENSG00000177954,757.11,4444.65,4482.49,1343.5
ENSG00000143552,6,2,2.5,5
ENSG00000143549,926.33,5130.6,6182.99,2008.27
ENSG00000163263,3,3,0,3
ENSG00000143612,740,2416,2852.5,1250.5
ENSG00000143569,1200,3937,4519,1736
ENSG00000143575,272,1416.5,1493.5,462
ENSG00000143595,0,0,0,0
ENSG00000143515,517.5,1499,2144,1035
ENSG00000160712,500,480,709,660
ENSG00000169291,0,2,1,0
ENSG00000163239,0,0,0,0
ENSG00000160714,521,1535,1723,1091
ENSG00000160716,13,13,16,36
ENSG00000160710,1258,5134,6627.5,2402
ENSG00000143603,0,6,16,4
ENSG00000163344,62,443,550,177
ENSG00000163346,60.5,730,1088.33,119
ENSG00000163348,535,739,999,1156
ENSG00000160691,1261,5671,7541.5,2224
ENSG00000173207,170.12,1131.88,1169.11,368.2
ENSG00000160688,826,1346.5,1935,1655
ENSG00000163352,3,1,2,2
ENSG00000160685,391,763,1274,1170
ENSG00000163354,4,22,14,16
ENSG00000163357,3,12,8,4
ENSG00000143537,518,3010,4125.83,1412
ENSG00000243364,36.5,98,157,102
ENSG00000251246,11,22,55,32.5
ENSG00000143590,5.5,11,29,20.5
ENSG00000169242,534,267,217,614
ENSG00000169241,148,243,389,204.5
ENSG00000179085,411,655,975.5,865
ENSG00000163463,355,1331.5,1597.5,792.5
ENSG00000273088,6.5,2,1,3
ENSG00000163462,60,40,65,110
ENSG00000185499,53.02,82.29,172.16,90.44
ENSG00000279986,0,0,0,1
ENSG00000279487,1,2,4.83,3
ENSG00000169231,219,352,626.5,507
ENSG00000173171,154.75,685.5,1063.58,386
ENSG00000177628,90.5,1081.5,1406.5,260.25
ENSG00000160767,519,1313,2008,1228.33
ENSG00000116521,526,2299,3280,997
ENSG00000176444,775.5,754.5,938,1040.5
ENSG00000143630,210,249,422.25,437
ENSG00000143627,3,2.67,0,4
ENSG00000160752,241,2398.82,2676.83,520.67
ENSG00000160753,577,1248,2037,1561.5
ENSG00000116539,921,2345,3019,1419
ENSG00000125459,618.75,801.42,1051.58,946.25
ENSG00000163374,1083.5,1816,2166.58,1716.17
ENSG00000132676,355,1990,2494.33,880
ENSG00000116580,528,1759.5,2460.92,1175.83
ENSG00000132718,0,17,47,2
ENSG00000143622,187,243,314.67,216
ENSG00000132680,1501,1257,1459,1837
ENSG00000173080,4,0,1,0
ENSG00000116584,1123,1619.2,2335,1964.5
ENSG00000163479,298,2112.1,2671.2,691
ENSG00000160803,568.5,1598.67,2224.17,1150
ENSG00000116586,140,849,1198,430
ENSG00000132698,6,2,3,2
ENSG00000254726,22,90,123.33,106
ENSG00000160789,5938,27971,45162.41,13830.67
ENSG00000196189,43,16,20.5,29
ENSG00000160785,138,319,428,251
ENSG00000260238,32.25,372.11,442.33,105.17
ENSG00000160783,46.75,443.61,526.83,127.17
ENSG00000242252,3,28.28,38.33,5
ENSG00000160781,123,145,171,302
ENSG00000198952,1085,2311,2873.5,2096.25
ENSG00000163472,255,291,364,308
ENSG00000198715,36,542,814,162
ENSG00000189030,1,2,0,4
ENSG00000163468,1536,10110,11344,2938
ENSG00000163467,3,20,18,15
ENSG00000132677,4,0,0,0
ENSG00000125462,12,31,21,5
ENSG00000116604,1173,1401,2090,1776
ENSG00000183856,548,2478.5,3903,1310
ENSG00000187862,1,0,0,0
ENSG00000163382,257,2316,3151,760.5
ENSG00000160818,349.5,504,488,464.5
ENSG00000280316,10,17,19,13
ENSG00000132702,0,0,2,0
ENSG00000132692,9,0,5,4
ENSG00000132688,14.17,83.5,147,16
ENSG00000143320,28,77,80,60
ENSG00000143319,733.83,1142,1286.5,1400.5
ENSG00000143303,355,467,612,488
ENSG00000143314,428,1782.5,1918,766.5
ENSG00000143321,1574,6499.5,8875.5,3387.5
ENSG00000143294,1300,2373,3141,2460
ENSG00000027869,16,23,22,24
ENSG00000198400,3,10,4,13
ENSG00000027644,0,2,0,0
ENSG00000187800,860,740,1070,1348
ENSG00000160838,7,8,10,17
ENSG00000132694,503.67,2278,3155.5,1023
ENSG00000253831,16.5,9.5,21.5,18.83
ENSG00000117036,459.5,534.5,671,843.17
ENSG00000143297,0,0,0,0
ENSG00000163518,0,0,0,0
ENSG00000160856,0,0,0,1
ENSG00000132704,0,0,0,0
ENSG00000163534,0,0,0,0
ENSG00000073754,0,0,0,0
ENSG00000183853,302,1948,2722,796
ENSG00000158473,0,0,0,0
ENSG00000158477,0,0,0,0
ENSG00000158481,0,0,0,2
ENSG00000158485,0,0,0,0
ENSG00000158488,0,0,0,0
ENSG00000186306,0,0,0,0
ENSG00000180708,0,0,0,0
ENSG00000173285,0,0,0,0
ENSG00000198965,0,0,0,0
ENSG00000197532,0,0,0,0
ENSG00000186440,0,0,0,0
ENSG00000279111,0,0,0,0
ENSG00000186400,0,0,0,0
ENSG00000198967,0,0,0,0
ENSG00000163554,0,0,0,0
ENSG00000196171,0,0,0,0
ENSG00000203757,0,0,0,0
ENSG00000180433,0,0,0,0
ENSG00000197403,0,0,0,0
ENSG00000188340,0,0,0,0
ENSG00000163563,0,0,0,4
ENSG00000163564,0,1,0,0
ENSG00000163565,3,36,22,4
ENSG00000163568,0,0,0,0
ENSG00000162706,0,0,0,0
ENSG00000213088,0,0,0,0
ENSG00000179639,0,0,0,0
ENSG00000196266,0,0,0,0
ENSG00000249730,0,0,0,0
ENSG00000196184,0,0,0,0
ENSG00000184155,0,0,0,0
ENSG00000132703,2,0,0,0
ENSG00000132693,0,0,0,0
ENSG00000158716,251,565,777,702
ENSG00000181036,0,0,0,0
ENSG00000158714,0,0,0,0
ENSG00000188004,3,6,2,9.5
ENSG00000243284,0,1,0.33,4.5
ENSG00000256029,1.5,0.5,2.33,0
ENSG00000213085,9.5,5.5,19.33,6
ENSG00000158710,1818,9908.5,15100.17,3629.5
ENSG00000085552,23,10,45,19
ENSG00000162723,0,0,4,3
ENSG00000143315,156,394,592,273
ENSG00000177807,0,0,0,0
ENSG00000162728,0,0,0,0
ENSG00000162729,56,511,711,200
ENSG00000018625,2,5,2,2
ENSG00000132681,0,0,0,0
ENSG00000143318,0,0,0,0
ENSG00000162734,415,564,598,469
ENSG00000132716,236.5,703.67,838.75,399.5
ENSG00000258465,222.5,689.17,868.42,365.5
ENSG00000162735,67,273.5,355,134
ENSG00000122218,744,5357,7051.5,1358
ENSG00000162736,282,1272,1740,418
ENSG00000171786,1,10,13,0
ENSG00000162738,3,18,50,6
ENSG00000162739,0,0,0,0
ENSG00000066294,0,0,0,0
ENSG00000117090,0,0,0,0
ENSG00000117091,0,0,0,0
ENSG00000026751,2,2,4,0
ENSG00000122224,0,2.5,6,0
ENSG00000122223,0,0,4,0
ENSG00000179914,0,2,0,0
ENSG00000158764,3,0,0,3
ENSG00000158769,185,584,1134,377
ENSG00000270149,0,0,0,0
ENSG00000215845,3,6,4,2
ENSG00000158773,295,592,848,653
ENSG00000186517,7,2.5,0.25,4
