,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK020_21F,AK029_30F,AK034F
ENSG00000131910,0,0,0,0,0,0,0,2,0,0,4,2,0
ENSG00000175707,0,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000253368,1041,991,1412,317,34,993,744,969,991,3146,2284,2510,757
ENSG00000158246,5,7,3,14,5,12,10,14,14,91,68,76,8
ENSG00000280403,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090020,127,104,151,66,4,265,286,295,281,652,587,374,145
ENSG00000142784,56,47,85,22,0,80,83,103,84,127,112,124,43
ENSG00000186501,318,240,384,82,9,317,389,352,366,872,638,583,274
ENSG00000142765,10,1,8,0,0,8,6,6,8,14,12,11,2
ENSG00000142733,39,40,53,11,5,106,71,102,97,222,161,148,53
ENSG00000142748,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174950,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000181773,9,1,8,10,0,8,3,7,6,58,27,46,9
ENSG00000158195,156,150,255,61,2,402,390,406,448,703,624,711,185
ENSG00000126705,40,35,46,23,2,119,92,111,122,310,330,290,38
ENSG00000000938,1,0,0,4,2,1,0,0,0,38,0,1,0
ENSG00000126709,111,97,111,17,194,111,107,133,1173,7110,181,183,1313
ENSG00000009780,68,41,84,27,3,59,59,72,79,162,113,150,47
ENSG00000117758,97,81,94,22,12,201,186,199,216,341,304,310,107
ENSG00000117751,180,138,266,90,7,367,382,400,394,758,748,816,215
ENSG00000278868,0,1,0,1,0,0,0,0,0,8,4,5,0
ENSG00000130775,0,4,4,1,2,4,3,0,17,50,7,4,19
ENSG00000117748,236,234,373,81,3,676,626,766,745,823,816,964,256
ENSG00000130768,18,7,7,1,0,56,31,26,17,59,46,41,18
ENSG00000158156,73,50,73,28,1,40,51,36,56,199,128,132,48
ENSG00000158161,60,67,86,14,7,186,153,160,220,242,254,216,82
ENSG00000169403,0,3,0,0,0,2,2,3,1,10,9,5,1
ENSG00000126698,274,248,424,108,18,785,848,882,878,836,828,1017,287
ENSG00000130770,1090,1137,1585,332,23,1119,1134,1267,1437,3366,2686,2547,675
ENSG00000130766,37,62,66,26,9,107,95,126,180,280,216,197,97
ENSG00000130772,92,137,191,79,13,243,232,256,271,615,600,727,162
ENSG00000204138,184,168,228,59,14,376,452,440,664,835,644,562,270
ENSG00000180198,350,374,622,135,16,1018,783,1084,1070,1283,1400,1474,384
ENSG00000180098,116,98,151,26,1,163,136,168,144,294,229,268,86
ENSG00000188060,1,2,3,2,0,2,0,2,0,5,3,5,0
ENSG00000120656,163,167,196,62,5,257,224,280,296,507,435,438,143
ENSG00000162419,92,77,85,63,4,183,142,183,221,466,452,487,96
ENSG00000198492,240,203,343,160,12,864,691,949,1050,1629,1799,1766,417
ENSG00000116329,0,0,1,0,0,0,1,0,0,0,2,1,0
ENSG00000159023,35,37,56,6,0,139,141,128,98,107,132,193,38
ENSG00000253304,0,0,0,0,0,0,0,0,3,4,3,3,0
ENSG00000116350,159,143,259,67,11,478,443,544,510,682,622,701,224
ENSG00000116353,102,104,158,40,1,220,172,213,216,249,288,256,93
ENSG00000060656,210,175,252,48,2,273,306,345,340,604,420,377,137
ENSG00000162510,2,4,3,25,4,3,1,0,7,98,31,43,8
ENSG00000162511,0,0,0,0,0,0,0,2,2,1,3,2,0
ENSG00000162512,110,103,132,17,2,170,149,176,149,298,227,229,115
ENSG00000134644,266,268,423,122,21,1062,964,1262,1412,1555,1823,1581,516
ENSG00000084628,9,6,5,5,2,6,4,4,1,21,14,15,5
ENSG00000060688,400,442,642,134,10,994,1048,1224,1203,1331,1377,1412,440
ENSG00000121766,72,66,126,27,0,165,172,152,165,220,192,243,64
ENSG00000121769,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000168528,266,135,198,49,3,140,149,130,140,344,253,231,132
ENSG00000279468,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142910,2,1,1,1,0,5,0,1,2,21,6,5,1
ENSG00000121764,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000162517,355,366,501,145,3,648,494,727,738,824,881,850,334
ENSG00000084636,22,33,46,15,0,34,31,41,46,100,86,54,31
ENSG00000121753,65,53,74,12,4,65,62,60,52,152,106,70,36
ENSG00000134668,2,12,4,9,0,3,5,6,2,11,12,16,19
ENSG00000184007,148,120,164,48,2,272,273,284,276,389,343,372,127
ENSG00000121774,612,698,1217,153,12,2625,2110,2995,2835,1904,2590,2366,1103
ENSG00000121775,119,124,160,48,0,182,178,215,225,450,346,389,121
ENSG00000025800,177,149,309,51,4,682,593,784,743,586,639,752,328
ENSG00000084652,231,256,433,112,28,1049,876,1197,1302,1315,1557,1324,418
ENSG00000160050,21,19,22,4,1,28,19,19,21,60,43,51,7
ENSG00000160051,15,12,32,15,1,16,21,21,20,103,60,75,12
ENSG00000222046,0,0,0,1,0,1,0,0,0,11,2,0,0
ENSG00000160055,46,26,51,19,1,23,23,33,29,158,91,84,26
ENSG00000084623,1609,1522,2245,404,35,3885,3505,4090,4266,4139,4358,4264,1474
ENSG00000183615,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000182866,0,0,0,3,0,2,0,0,0,0,1,0,0
ENSG00000116478,401,378,653,108,5,1401,1429,1695,1703,1375,1607,1567,593
ENSG00000175130,1426,1718,2219,467,42,1280,1484,1546,1560,3628,2738,2599,1075
ENSG00000162526,0,0,0,2,3,0,0,1,1,2,5,1,1
ENSG00000225828,0,1,0,3,1,1,0,1,0,41,8,14,2
ENSG00000160058,168,124,192,60,10,216,142,185,234,532,420,364,120
ENSG00000254553,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273274,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000160062,15,15,20,7,0,64,49,54,81,103,120,95,23
ENSG00000176261,207,186,269,96,5,272,280,339,340,685,466,544,170
ENSG00000162521,429,385,675,105,8,1480,1280,1684,1488,1233,1402,1439,558
ENSG00000162520,104,74,115,30,6,89,64,81,102,235,179,183,55
ENSG00000162522,235,307,408,69,7,398,386,467,446,808,784,649,254
ENSG00000134684,670,700,1024,132,15,2506,1996,2395,2423,1670,1964,1983,685
ENSG00000116497,128,99,154,51,2,252,202,229,282,578,469,540,142
ENSG00000160097,0,0,1,0,0,0,1,0,0,1,1,0,0
ENSG00000121905,20,20,33,2,1,19,33,18,28,44,37,36,12
ENSG00000121900,128,126,126,31,2,59,77,77,70,214,134,127,76
ENSG00000116514,75,74,111,49,0,224,148,231,280,489,407,429,157
ENSG00000278966,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004455,812,684,977,229,12,1120,1019,1190,1106,1436,1529,1528,515
ENSG00000142920,2,6,4,0,1,3,4,5,13,11,10,5,4
ENSG00000116525,9,13,11,3,0,20,20,32,27,44,45,56,19
ENSG00000160094,105,100,100,23,0,77,92,96,94,252,162,179,66
ENSG00000184389,0,0,0,0,2,0,0,0,0,1,1,1,0
ENSG00000134686,366,370,468,185,22,331,367,371,555,1334,836,1069,434
ENSG00000121903,8,11,16,13,1,45,20,27,47,136,95,162,28
ENSG00000121904,2,0,0,2,0,1,0,0,1,9,6,1,0
ENSG00000176256,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142698,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163866,252,187,221,120,6,205,168,181,208,743,469,700,157
ENSG00000189280,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000189433,1,0,0,1,0,1,1,0,0,4,2,49,1
ENSG00000188910,2,2,2,12,0,6,2,2,2,9,5,12,3
ENSG00000187513,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000116544,0,2,2,0,0,1,4,1,2,4,5,8,4
ENSG00000271741,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243749,291,234,275,64,7,248,351,311,308,755,568,482,227
ENSG00000163867,4,9,7,6,0,47,19,33,28,34,47,60,11
ENSG00000197056,78,71,130,58,3,306,254,286,306,390,370,470,116
ENSG00000116560,682,748,1444,430,104,4393,3623,5036,5430,4271,6342,5079,2047
ENSG00000146463,126,106,168,65,10,408,384,462,546,590,566,562,162
ENSG00000142687,184,144,192,41,7,261,243,275,280,533,394,374,159
ENSG00000020129,92,107,154,43,7,310,252,348,353,392,448,414,143
ENSG00000116819,2,3,4,9,0,0,2,2,0,15,11,10,2
ENSG00000126067,1518,1321,2247,385,17,2688,2382,2674,2756,3155,3168,3570,1285
ENSG00000142686,81,94,112,38,1,93,76,116,85,303,297,289,87
ENSG00000092853,73,99,155,38,0,568,453,622,632,456,607,599,173
ENSG00000134698,25,8,14,11,3,16,15,23,16,87,64,49,17
ENSG00000092847,109,86,168,25,1,205,200,223,193,348,244,251,112
ENSG00000126070,75,84,92,19,3,126,148,176,207,378,243,236,82
ENSG00000092850,0,0,0,0,0,0,0,0,0,2,1,0,0
ENSG00000116863,130,95,185,77,5,231,195,259,309,710,600,642,148
ENSG00000171812,0,3,1,0,0,2,1,1,1,5,1,0,0
ENSG00000054116,471,545,616,209,10,724,698,697,704,1595,1186,1357,431
ENSG00000116871,416,495,712,164,49,837,809,994,953,1710,1578,1403,512
ENSG00000054118,168,233,359,110,18,1208,967,1336,1279,901,1106,1198,514
ENSG00000214193,1,6,5,4,0,4,3,4,5,30,14,9,2
ENSG00000142694,60,52,85,24,6,27,56,51,78,276,157,164,66
ENSG00000196182,35,44,49,20,2,32,36,32,57,214,111,134,46
ENSG00000181817,183,172,176,112,2,124,112,148,151,495,284,355,117
ENSG00000116885,32,38,40,14,2,52,50,52,73,127,97,118,29
ENSG00000116898,832,770,1129,257,24,828,877,864,938,1876,1336,1539,470
ENSG00000119535,2,0,1,0,0,2,0,1,0,2,1,0,0
ENSG00000163873,1,0,0,0,0,0,0,1,0,3,0,0,0
ENSG00000163874,76,169,192,173,47,159,122,176,163,1504,1071,924,105
ENSG00000163875,299,328,417,139,9,368,370,415,391,953,730,858,202
ENSG00000163877,24,36,75,32,8,155,118,201,187,348,374,401,102
ENSG00000163879,0,0,0,1,1,0,0,1,0,2,0,1,0
ENSG00000134697,103,99,189,96,20,666,468,674,706,836,1006,1003,218
ENSG00000169218,0,1,0,0,0,2,0,3,1,1,0,2,0
ENSG00000116922,179,149,220,86,7,236,217,266,295,630,560,658,113
ENSG00000134690,237,244,358,80,10,557,530,635,577,728,823,888,279
ENSG00000183317,8,12,11,4,0,10,13,13,13,38,14,12,4
ENSG00000185090,250,221,322,86,8,249,258,273,288,873,604,614,184
ENSG00000196449,337,358,426,284,19,409,332,388,429,1836,1333,1707,262
ENSG00000197982,390,464,558,150,10,328,264,318,312,1118,684,662,257
ENSG00000188786,41,27,52,23,5,62,64,83,96,285,244,296,39
ENSG00000204084,29,30,46,23,0,84,62,75,92,126,92,95,35
ENSG00000183431,214,192,360,82,3,1002,810,1069,1104,855,1053,954,350
ENSG00000183386,58,43,64,14,0,64,69,63,108,124,131,124,55
ENSG00000183520,236,283,429,119,9,920,793,952,884,881,1090,1144,272
ENSG00000185668,0,0,0,0,1,1,0,1,0,9,2,4,0
ENSG00000116954,22,23,32,8,2,18,19,19,27,72,44,58,34
ENSG00000273637,0,0,0,0,0,1,1,1,1,0,3,1,3
ENSG00000214114,5,14,11,8,0,10,4,3,6,21,18,14,4
ENSG00000274944,0,0,0,0,0,0,0,0,0,1,0,2,0
ENSG00000131233,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158315,17,8,9,2,0,14,34,34,27,16,33,20,16
ENSG00000174574,395,323,446,229,23,480,380,384,483,2225,1563,1710,320
ENSG00000168653,2213,2132,3049,813,35,2611,2726,2894,2964,5888,4517,5186,1393
ENSG00000127603,386,322,478,224,44,728,702,899,1074,1788,1749,1533,625
ENSG00000183682,26,28,40,4,0,36,28,36,40,74,63,62,20
ENSG00000090621,237,217,406,124,36,1036,899,1159,1014,1170,1236,1182,415
ENSG00000163909,29,36,53,32,2,45,52,42,39,136,107,120,27
ENSG00000116981,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000116983,8,4,4,1,0,8,6,8,7,21,14,17,4
ENSG00000084072,196,204,317,78,16,537,425,497,563,563,571,609,221
ENSG00000116985,37,49,69,5,0,66,51,58,70,126,87,100,38
ENSG00000198754,0,0,1,1,0,0,0,0,0,6,2,4,0
ENSG00000043514,93,81,130,64,9,217,243,284,278,383,383,434,122
ENSG00000116990,8,3,7,23,0,10,1,9,9,32,30,34,5
ENSG00000168389,40,32,55,21,0,63,70,68,81,306,269,236,46
ENSG00000131236,763,758,1248,167,12,3119,2935,3806,3711,2057,2949,2596,1306
ENSG00000131238,838,554,911,191,5,1140,1272,1206,1272,1669,1394,1771,494
ENSG00000117000,56,52,90,81,4,206,222,270,349,460,424,622,103
ENSG00000188800,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084073,582,415,645,137,7,1704,1702,1815,1964,2422,2480,2664,650
ENSG00000049089,2,1,0,0,0,0,4,1,6,3,2,1,1
ENSG00000084070,66,50,73,7,1,119,149,143,160,191,170,165,61
ENSG00000187801,23,13,25,26,0,27,26,27,42,59,63,70,12
ENSG00000187815,1,0,2,2,0,1,0,2,0,2,1,2,1
ENSG00000164002,17,9,13,9,0,57,40,26,25,89,99,149,25
ENSG00000117010,17,18,22,16,2,48,24,39,46,90,72,91,14
ENSG00000117016,7,6,5,2,0,6,3,9,4,7,3,4,6
ENSG00000066136,381,382,560,134,16,880,760,837,998,1464,1509,1407,409
ENSG00000117013,0,1,1,2,0,2,1,0,0,10,9,2,0
ENSG00000179862,405,344,558,265,65,245,241,257,482,2319,1215,1304,718
ENSG00000171793,451,394,651,337,143,1818,1180,1821,1850,2400,2282,2379,703
ENSG00000171790,0,0,0,0,0,0,0,2,0,5,0,4,0
ENSG00000010803,40,25,43,14,3,34,38,41,31,98,47,72,34
ENSG00000204060,5,5,11,14,1,7,6,4,12,41,25,37,2
ENSG00000127129,52,58,89,101,14,111,90,93,123,763,751,931,51
ENSG00000127124,5,8,3,3,0,10,4,13,12,13,16,12,11
ENSG00000044012,7,2,0,10,0,3,1,3,1,8,6,3,2
ENSG00000197273,3,0,0,2,0,1,0,0,0,2,3,0,0
ENSG00000198815,136,106,174,66,5,388,338,351,451,760,784,773,194
ENSG00000177181,40,33,47,12,0,36,37,25,38,97,72,77,30
ENSG00000066185,2,1,5,3,0,2,1,2,0,9,7,3,1
ENSG00000127125,330,336,388,81,14,424,422,415,520,831,664,688,291
ENSG00000186409,0,0,0,0,0,2,0,1,2,6,4,3,4
ENSG00000171960,274,332,388,75,2,536,711,661,692,1049,864,811,329
ENSG00000065978,1013,924,1444,276,25,3253,2705,3634,3647,2878,4613,3620,1298
ENSG00000164007,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000117385,240,196,317,78,13,572,571,687,690,958,793,837,280
ENSG00000164008,73,40,92,34,3,60,62,71,63,173,156,161,44
ENSG00000177868,84,94,92,53,1,82,85,81,122,259,170,205,69
ENSG00000164010,18,13,23,7,0,23,26,27,23,62,39,29,19
ENSG00000164011,31,26,39,34,0,61,44,58,73,192,248,234,35
ENSG00000117394,1586,1328,1934,323,42,3764,4131,5480,5390,8582,8511,6418,1771
ENSG00000186973,0,3,3,1,0,2,1,3,0,7,7,5,0
ENSG00000117395,1254,1439,2129,406,31,2788,2740,2946,3116,3804,3783,4015,1248
ENSG00000243710,7,2,9,9,4,16,14,17,21,47,33,43,13
ENSG00000179178,0,0,0,0,0,1,0,0,0,2,0,0,0
ENSG00000253313,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000066056,0,1,0,0,0,0,1,0,0,2,0,1,0
ENSG00000117400,6,2,0,8,0,5,1,0,2,36,17,23,3
ENSG00000117399,634,683,1232,201,26,2402,1992,2707,2245,2020,2457,2615,1008
ENSG00000066322,1213,869,1127,264,30,1436,1624,1634,1979,3808,3133,2745,959
ENSG00000159479,490,566,648,178,11,583,665,607,776,1477,1148,1185,415
ENSG00000198198,41,72,96,74,14,130,116,132,171,495,382,316,76
ENSG00000178922,50,49,51,33,6,42,51,41,57,82,76,76,46
ENSG00000142949,1378,1270,2064,201,26,3170,3904,4277,3735,4236,3913,3451,2276
ENSG00000066135,71,88,144,87,12,378,341,462,467,549,517,551,237
ENSG00000126091,6,4,4,0,0,3,5,7,10,24,10,12,6
ENSG00000117407,0,0,0,0,0,1,0,1,0,2,1,0,1
ENSG00000117408,85,80,119,31,2,141,165,169,155,345,310,256,73
ENSG00000132768,152,161,180,83,13,232,198,220,223,780,594,586,154
ENSG00000117410,1547,1024,1459,406,52,1187,1192,1035,1313,3844,2702,2490,712
ENSG00000117411,67,50,91,53,5,55,41,60,67,334,217,212,55
ENSG00000159214,25,44,45,8,0,38,30,39,29,111,73,58,27
ENSG00000196517,96,71,97,16,0,129,97,132,124,208,203,133,65
ENSG00000171872,1,1,3,0,0,2,0,0,0,0,0,0,2
ENSG00000178028,77,94,130,40,7,255,192,298,253,355,320,270,137
ENSG00000117419,480,464,672,156,3,698,671,773,736,989,893,873,355
ENSG00000187147,152,194,241,75,7,194,183,262,228,602,381,436,113
ENSG00000126106,78,50,64,15,0,58,74,76,65,153,105,111,74
ENSG00000198520,0,2,1,2,0,4,0,1,8,19,6,9,3
ENSG00000142945,115,142,228,49,19,631,432,659,668,532,574,549,200
ENSG00000142937,3487,4090,5449,1319,75,7448,6817,7565,8507,10587,10066,10314,3622
ENSG00000142959,0,0,0,0,0,0,1,0,2,3,0,2,1
ENSG00000173846,41,44,54,66,42,50,43,69,102,515,329,268,72
ENSG00000188396,2,0,5,1,0,2,1,5,2,9,5,3,1
ENSG00000222009,6,10,11,9,1,6,10,8,29,52,31,21,16
ENSG00000117425,1,4,3,0,2,1,0,0,0,13,5,4,0
ENSG00000070785,91,86,135,32,0,445,358,447,444,366,412,501,121
ENSG00000126107,66,75,125,34,5,227,162,260,244,272,304,249,87
ENSG00000126088,160,183,284,42,0,423,394,535,452,487,486,453,227
ENSG00000162415,8,7,7,4,0,56,22,22,26,67,68,67,9
ENSG00000186603,11,4,17,3,0,35,8,14,23,40,39,61,8
ENSG00000132781,47,46,73,36,2,61,67,78,82,277,182,158,53
ENSG00000132773,93,76,116,55,11,240,214,244,292,604,539,510,118
ENSG00000070759,1,0,4,0,0,0,0,1,2,8,1,3,2
ENSG00000132763,11,19,18,14,2,33,26,46,35,61,55,54,20
ENSG00000117450,7972,7392,11862,1993,82,23765,22222,25327,22642,23107,27773,28016,7898
ENSG00000117448,354,304,480,102,7,735,610,847,846,943,871,793,308
ENSG00000132780,876,809,1226,248,31,2810,2631,3036,3488,3196,3855,3186,873
ENSG00000159588,0,1,1,2,0,0,0,0,0,12,4,0,0
ENSG00000159592,37,50,42,32,1,44,49,60,76,222,136,148,44
ENSG00000159596,117,68,148,22,1,216,218,204,213,310,359,336,129
ENSG00000197429,62,68,91,40,2,213,173,206,255,227,198,288,81
ENSG00000086015,133,156,219,87,5,176,212,211,226,426,344,379,122
ENSG00000117461,0,1,0,0,0,2,2,6,9,6,12,3,3
ENSG00000278139,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117472,19,0,7,8,0,33,19,7,15,58,57,35,10
ENSG00000250719,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000085998,311,215,288,79,10,210,223,199,237,678,437,425,190
ENSG00000171357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000085999,50,48,66,26,5,72,68,69,76,217,150,142,45
ENSG00000132128,338,364,540,119,6,997,930,1010,1166,1353,1370,1100,459
ENSG00000173660,1388,1567,1899,489,19,1527,1471,1755,1722,3316,2339,3017,939
ENSG00000117481,43,64,85,44,5,172,153,255,221,310,321,352,93
ENSG00000117480,7,1,1,1,2,4,1,5,7,11,11,6,1
ENSG00000197587,5,5,9,1,0,9,7,10,14,24,12,19,8
ENSG00000162456,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079277,65,78,89,43,4,136,131,196,180,241,208,214,85
ENSG00000142961,9,10,13,9,0,29,16,20,22,100,48,65,17
ENSG00000123472,357,350,482,94,7,471,436,458,499,772,683,708,252
ENSG00000186118,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159658,162,108,148,57,6,124,161,132,158,321,226,186,90
ENSG00000142973,0,0,0,0,0,2,0,1,0,0,0,0,0
ENSG00000187048,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186377,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000186160,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162365,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162366,52,66,71,17,0,39,80,85,73,114,86,79,65
ENSG00000162367,0,0,0,0,0,2,0,0,0,1,0,0,0
ENSG00000123473,117,105,164,44,2,363,316,360,348,456,483,552,140
ENSG00000162368,546,434,581,169,8,765,660,750,715,1064,884,1120,340
ENSG00000186790,0,0,1,1,0,1,1,2,1,3,3,7,1
ENSG00000186564,5,14,16,3,0,23,10,14,14,70,85,87,8
ENSG00000269113,2,7,9,0,2,6,6,5,6,15,9,16,11
ENSG00000279096,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117834,1,0,0,0,0,2,1,0,0,6,4,2,0
ENSG00000279214,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132122,15,20,20,2,0,42,27,32,38,60,58,55,19
ENSG00000186094,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000162373,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162374,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000142700,1,0,3,0,1,1,3,6,7,9,17,15,2
ENSG00000185104,186,158,242,56,4,695,480,552,593,504,551,568,184
ENSG00000123080,50,6,22,16,2,31,18,7,43,224,35,44,28
ENSG00000204006,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123091,34,29,49,31,2,37,41,32,42,144,109,134,35
ENSG00000085831,13,14,16,5,2,27,26,27,20,24,25,23,9
ENSG00000085832,279,202,301,80,2,542,513,513,607,670,641,658,262
ENSG00000117859,257,276,371,103,10,670,618,619,742,775,706,744,347
ENSG00000078618,412,420,608,133,20,1879,1570,1986,1951,1407,1610,1748,626
ENSG00000169213,121,125,199,35,1,182,295,289,255,160,146,129,233
ENSG00000117862,726,598,822,124,10,822,1023,895,1030,1407,1024,1435,506
ENSG00000198841,127,89,156,117,6,217,200,267,236,840,753,871,124
ENSG00000134717,170,166,206,84,7,292,265,295,351,557,503,545,140
ENSG00000157077,73,69,77,21,0,155,147,179,166,252,252,218,56
ENSG00000154222,125,78,157,39,10,221,172,231,224,456,387,332,102
ENSG00000085840,81,82,169,23,2,371,292,451,437,380,410,506,137
ENSG00000134748,92,122,139,44,6,312,271,346,380,534,486,502,133
ENSG00000134744,120,84,147,50,5,359,371,410,466,590,621,637,139
ENSG00000116157,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000182183,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000162377,245,186,289,161,21,330,305,340,323,1089,968,1172,153
ENSG00000162378,169,167,191,97,10,307,331,300,365,528,408,535,175
ENSG00000203995,33,25,53,23,0,69,76,59,91,247,205,227,39
ENSG00000121310,25,28,38,10,0,37,23,36,24,91,89,58,15
ENSG00000116171,632,412,696,160,2,1168,1085,1215,1234,1172,1219,1289,450
ENSG00000279054,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174348,0,2,0,0,0,0,1,0,0,0,0,0,1
ENSG00000162383,1,0,0,0,0,2,1,0,1,1,2,1,0
ENSG00000157184,34,43,84,37,3,244,168,205,251,308,344,387,80
ENSG00000162384,252,214,310,54,9,315,338,343,355,661,500,529,204
ENSG00000162385,510,403,668,197,21,706,787,915,1001,1458,1371,1752,437
ENSG00000157193,501,378,491,143,19,609,580,570,629,1711,1108,1009,262
ENSG00000143006,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174332,0,1,2,4,0,4,2,4,2,8,6,6,1
ENSG00000058804,794,562,813,223,14,1242,1250,1265,1316,2168,2023,2014,506
ENSG00000058799,128,101,110,33,1,202,223,235,235,293,279,257,127
ENSG00000211452,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000081870,396,383,469,161,7,658,617,632,653,920,684,900,270
ENSG00000116212,132,105,166,63,0,379,340,350,364,577,606,734,184
ENSG00000203985,1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000116209,885,607,830,134,7,1209,1409,1293,1510,1856,1537,1579,776
ENSG00000116205,57,46,50,18,0,68,58,70,59,89,136,106,21
ENSG00000157211,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000256407,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215883,8,5,5,1,0,9,6,6,12,14,10,14,3
ENSG00000116221,640,607,872,150,12,1168,1046,1282,1202,1497,1440,1456,537
ENSG00000157216,57,56,83,14,0,70,71,86,93,119,120,99,51
ENSG00000162390,7,9,17,9,0,30,29,55,41,44,35,41,22
ENSG00000162391,0,0,1,0,0,0,0,1,0,2,0,2,0
ENSG00000184313,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271723,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243725,103,88,156,59,10,355,280,355,368,471,597,572,137
ENSG00000162396,31,20,34,28,6,81,37,54,48,164,180,270,27
ENSG00000006555,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162398,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116133,471,388,478,93,1,886,862,991,910,1346,1216,1314,356
ENSG00000143001,0,0,3,1,0,0,1,1,2,1,4,3,0
ENSG00000162399,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000169174,76,100,137,20,1,266,215,289,240,416,323,340,93
ENSG00000162402,108,153,208,83,6,721,654,814,794,824,974,962,267
ENSG00000162407,151,127,228,57,9,311,496,548,651,1311,1094,1201,412
ENSG00000162409,83,73,85,10,0,167,211,258,251,322,294,342,86
ENSG00000187889,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000157131,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000021852,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000173406,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162600,62,53,80,15,0,219,179,181,213,231,248,249,67
ENSG00000184292,0,0,0,0,0,0,0,0,0,3,1,0,0
ENSG00000162601,25,32,34,66,7,60,59,91,115,344,250,230,36
ENSG00000177606,203,227,386,362,282,542,597,748,1830,6004,3966,3704,1222
ENSG00000172456,21,18,16,3,0,36,28,43,36,35,28,23,23
ENSG00000134709,8,0,3,1,0,46,5,8,9,31,32,42,1
ENSG00000134716,0,0,0,0,0,1,3,1,2,3,0,2,2
ENSG00000162598,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162599,149,100,141,37,5,220,230,243,259,361,273,339,113
ENSG00000162604,256,184,277,88,5,258,322,266,329,677,385,495,197
ENSG00000132849,59,63,81,24,1,309,303,367,409,254,346,296,119
ENSG00000240563,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000132854,8,11,9,4,0,15,16,16,28,18,21,14,9
ENSG00000162607,283,229,318,101,5,767,718,612,815,935,970,1222,203
ENSG00000116641,90,123,187,45,3,600,558,632,669,712,668,795,239
ENSG00000132855,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000125703,58,59,74,14,2,145,124,115,165,185,154,209,53
ENSG00000187140,7,21,16,10,0,23,17,25,31,79,89,98,23
ENSG00000088035,178,87,153,23,5,419,483,430,454,826,766,648,126
ENSG00000142856,231,232,316,69,4,414,411,409,550,481,497,588,122
