Geneid,AK006M,AK007M,AK008M,AK010M,AK012M,AK014M,AK016M,AK017M,AK018M,AK021M,AK019M,AK029M,AK034M,AK098M,AK102M,AK117M,AK123M,AK133M,AK134M,AK135M,AK136M,AK137M,AK138M
ENSG00000275074,11,164,151,6,2,204,153,337,38,115,88,93,156,432,384,308,251,481,699,102,513,182,231
ENSG00000168453,42,678,528,32,14,1166,498,1635,314,583,507,442,546,1576,1547.5,1785.5,1656,2639,4351.1,613,2585.5,879.5,1634
ENSG00000168476,75,354,358,18,14,740,230,1036,123,492,292,236,324,2027.5,1790,1562,1335,2784,4279.5,464.5,3300.5,1164.5,1730.5
ENSG00000168481,2,18,20,0,0,30,40,64,9,14,10,5,30,84,51,79,35,105,80,4,134,36,54
ENSG00000168484,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,2,4,4,0,0,0,3
ENSG00000168487,103,1012,959,71,35,1279,736,1969,384,1241,702,641,1669,2944.75,3327,2334,2152.25,3237.5,5750.5,1564,3258.5,1109.5,2753.5
ENSG00000168490,1,10,12,1,0,11,8,12,5,15,8,10,10,32,34,17,21,23,34,15,18,9,15
ENSG00000168495,45,342,424,30,15,970,496,1114,205,724,540,454,716,1529.5,1563.5,1173,1407,1639.5,3742.5,1172.5,2169.5,822,2547
ENSG00000197181,0,1,3,0,0,1,1,4,0,20,7,5,1,6,5,3,14,12,16.5,58,12,4,9
ENSG00000104635,89,720,830,36,11,2704,844,3428,519,1110,971,674,1241,2665.83,2189.5,2313.5,1835.3,3254.67,5320,758.17,4606.67,1717.83,2689
ENSG00000120910,33,240,306,22,13,577,362,577,138,342,304,284,478,745,793.5,584.5,502,913,1627.5,407,1071,423,1177.67
ENSG00000120896,491,2538,2660,143,60,1482,1703,1816,260,880,512,1308,1721,5071.17,3945.5,3968.5,3028.5,8723,10305.33,1233,9552,3565.67,4589.67
ENSG00000120913,45,219,217,6,8,344,100,423,60,156,106,86,165,526.42,424.08,320.17,289.75,766.5,871.75,88.67,918,316.75,480
ENSG00000248235,45,217,238,10,5,334,101,423,66,227,152,142,201,515.42,579.71,328.92,392,736.25,1179.75,189.67,892.5,290.25,451
ENSG00000241852,11,128,174,11,12,165,58,213,42,218,136,265,219,321.33,629.46,240.92,434.25,448.25,1204.67,295.67,507.17,160.5,381
ENSG00000158941,52,880,830,71,64,1499,1147,2273,428,1560,780,1119,1682,4241.5,3553,3401,3278.5,3186,7043.5,2957.5,4938.5,2006.5,6345.5
ENSG00000147439,23,286,277,15,8,419,352,423,86,318,206,227,476,871,814,705,639.5,950,1841.5,479,1218,469,1320.5
ENSG00000179388,0,0,1,0,20,0,0,0,3,19,1,5,53,2,11,0,53,3,14,1092.5,0,1,629.33
ENSG00000134020,0,0,1,0,1,0,0,1,0,1,0,1,0,1,3,2,0,3,4,3,1,0,1
ENSG00000008853,54,1026,970,41,27,422,623,718,119,479,266,856,800,1735.5,2005.5,1555,1422,2153.5,4683.5,738,2462.17,855,1369.5
ENSG00000120889,153,1340,1238,69,90,2269,1205,2871,612,2743,1296,1206,2370,4247,4799.42,3697.67,4586.33,6133.25,10095.08,7623.83,7254.5,2843.92,9684.17
ENSG00000173535,3,39,29,1,0,48,26,35,4,45,38,28,40,98.5,94,78,72,200.5,302,106,107.5,32,107
ENSG00000173530,43,640,601,35,33,879,848,1270,114,1122,707,836,532,858,1736.67,1049.37,1672.67,2011,4803.75,2823.83,1933,733.17,720.25
ENSG00000104689,30,254,248,22,14,865,388,981,154,732,544,400,455,1199,1441.92,980.67,1177,1275.75,3051.33,815.33,1831,761.92,1531.5
ENSG00000147457,39,332,319,20,6,1147,370,1330,205,666,452,295,425,1601.58,1520.67,1303,1302.75,2018.5,3683.75,689.25,2533.58,950.17,1514.25
ENSG00000104679,81,913,948,35,13,1432,756,1588,211,678,574,606,1000,2348,1830,1665.5,1377,2746,3964,759,3099,1138,1779.5
ENSG00000134013,34,657,720,30,14,994,1218,2151,237,806,428,722,1884,5742.42,3340.25,3879,2864.5,3178.83,7040.42,979.58,7761.5,2952.33,6830.17
ENSG00000197217,98,440,445,44,22,1204,510,1109,166,822,448,323,573,1840.75,1705.75,1697.5,1208,2445.67,3708.42,980.08,2702.17,1010.33,1615.25
ENSG00000147454,201,1124,1281,86,31,1186,774,1330,188,1211,724,906,1458,1619.5,2714.5,1367,1515,3169.5,6096,1319,3062,1076.5,2240
ENSG00000167034,2,36,21,7,4,22,18,55,5,59,33,19,52,208,301,200,339,298.5,794.25,462,340,104,373
ENSG00000180053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000159167,7,56,70,6,18,103,81,127,43,96,82,80,281,145,165.5,155,281,197,363,258,209,100,228
ENSG00000042980,2,3,0,0,0,9,4,0,2,3,3,5,1,31,14,28,22,26.5,45,10,1,0,2
ENSG00000134028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000069206,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
ENSG00000104722,1,2,0,0,4,0,0,0,0,5,2,1,0,3,2,2,15,2,14,138,4,1,12
ENSG00000277586,6,35,58,6,2,164,124,115,12,111,60,92,78,316,295,297,257,295,506,312,142,58,162
ENSG00000147459,529,3808,3954,442,235,5630,3873,6650,1005,5514,3190,3933,3968,10986.5,13618,11953.5,10091.5,15782.33,28079.83,7701.25,17454.5,6863.5,10262
ENSG00000147437,2,4,2,2,1,4,2,14,1,17,12,8,1,4,20,4,7,14,18,18,3,1,3
ENSG00000104756,76,409,486,28,10,824,601,807,142,478,349,314,508,1924.25,1463.42,1531.25,1192.03,2677.55,3485.85,772.53,3281.43,1312.33,2585.45
ENSG00000184661,117,643,707,37,24,2588,986,2620,360,1132,930,574,781,4161.17,3460,3293,2534.5,3115,5285.5,1734.5,4810.83,1864,3663
ENSG00000221818,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,2,3
ENSG00000221914,66,263,321,37,29,612,405,810,160,732,424,314,407,3018.5,2646.5,2586,2450.5,3181.75,5231.9,2602.8,4087.85,1725.27,5584.27
ENSG00000104765,80,500,566,14,2,1245,738,1320,194,348,320,261,659,1678.17,1046,1648,1001.67,2513.5,2884.17,342.5,3139.67,1391,1913.67
ENSG00000240694,16,220,253,4,2,536,319,531,125,186,157,134,344,737,548,680,508,1224,1728,211,1750,649,1350
ENSG00000092964,139,1288,1344,40,12,3634,1662,4225,786,1125,1002,796,1682,4254,2500.5,4460.75,2757.5,5225.92,6728.5,648,8324.17,3341,6777.83
ENSG00000120907,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000015592,0,0,1,0,1,0,1,1,0,3,3,1,7,1,6,1,13,1,34,45,1,1,22
ENSG00000104228,16,238,243,20,5,465,259,632,124,343,258,288,445,732.5,974.5,718,946,818,2109.17,374,1004.17,378,1059
ENSG00000120899,16,236,238,9,10,332,339,398,76,234,136,244,495,517,510,560,539,652,1411,309,680,242,823
ENSG00000120903,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,1
ENSG00000120915,4,140,135,7,2,380,186,398,53,151,106,70,189,424.5,248,346,229,453,659.25,107,482,185,398
ENSG00000120885,610,3835,3614,177,120,10303,6381,9185,1470,4230,3188,3956,4423,14881.71,8652.36,12827.09,9585.05,17565.74,24006.28,4275.71,17199.14,7812.96,12622.57
ENSG00000168077,167,958,946,40,13,2168,766,2053,315,925,714,522,752,3158,2444.67,2720,1736,5675.5,6748,476,5006.5,1894.5,2219
ENSG00000147419,169,370,392,26,12,1064,680,943,169,483,330,189,451,1587,1168.92,1301,868.33,2627.5,3029.5,498.5,2820.67,1181.92,1922.5
ENSG00000171320,68,235,231,22,7,1169,425,1302,187,368,383,196,370,1213.33,850.67,1010,681,1005.5,1465,462,1527,578,1394.67
ENSG00000168078,164,496,552,35,3,2608,776,2482,360,569,673,262,560,3673.67,1837,2897,1721.5,3232.5,3718,355,4436.67,1925,3080
ENSG00000168079,4,7,9,3,1,206,14,27,4,100,56,69,1,120,46,225,167,383,616,66,23,6,22
ENSG00000189233,0,1,2,0,0,2,3,6,2,1,2,2,1,3,3,0,4,4,11,4,6,2,1
ENSG00000134014,77,454,442,30,25,1478,737,1629,309,754,604,372,749,1514.67,1137,1437.83,1105.17,1745.17,3182.8,917,2345,938.3,2846.67
ENSG00000168081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000186918,26,205,200,6,4,326,156,407,58,199,148,192,218,607,702.21,485.5,528.87,910.5,1617.12,168,925,302.5,448.5
ENSG00000214050,18,142,136,2,1,172,144,194,28,99,51,65,170,268,212.54,217.5,166.87,337,497.54,86,416.17,139,257
ENSG00000104290,62,303,292,20,3,680,406,794,65,354,328,249,238,875,1003,657.5,563.5,1237,2221.5,199.5,1264,484,482
ENSG00000012232,56,467,516,29,7,988,464,1211,118,754,420,481,538,1613.83,1741.5,1420,1296.5,2732.5,4775.25,609,2852,1042,1200.25
ENSG00000104299,24,228,231,13,6,544,300,624,99,260,189,215,442,782,690.5,675.5,561.5,656.5,1440,313,963.5,384,1249
ENSG00000147421,34,188,188,19,6,239,196,296,29,253,175,178,181,494,701,467.5,439,741,1431,403.25,778.67,292,549
ENSG00000197892,16,138,118,16,9,524,150,531,132,407,259,212,264,837,821,951.5,852,835.67,2121,674,878.5,322.5,1312
ENSG00000120875,157,790,798,180,152,2257,642,2214,513,2184,1802,1869,1292,3319,5045,3225.5,5387,4849,12557.5,5365,4767.67,1829.5,5624
ENSG00000133872,352,1533,1580,47,16,4268,1910,4503,658,1558,1124,730,1729,6101.25,3802.5,5098.67,3381.83,8503.17,9074,1249.5,8575.67,3629.08,4391.83
ENSG00000104660,284,1288,1373,44,14,1339,1693,1455,184,648,505,798,1241,2080,1733.25,1640.5,1222.5,3270.5,4216,501,3323.75,1355.75,1745.5
ENSG00000177669,0,1,2,0,0,5,1,13,0,4,1,1,5,6,4,18,8,4,8,6,8,4,14
ENSG00000104671,156,865,871,33,14,1463,1353,1559,192,678,565,616,825,1526,1280.25,1376.5,1138,2714.5,3886.5,693,2723.75,1163.25,1669
ENSG00000157110,142,262,303,33,23,235,214,299,47,303,137,187,191,2079.8,1700.67,1836.02,1409,3923.99,5089.95,709,4045.17,1668,2802.63
ENSG00000197265,114,646,758,24,7,1701,1056,1450,232,694,532,428,826,2383,1538.5,1855.5,1375.5,2836,3561.5,583,3047.83,1327,2110
ENSG00000253457,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000104687,566,3536,3761,145,25,12492,5095,11957,2277,4191,3795,2273,4006,12582,8411.75,13111,8942.5,19855.5,23307,2202.5,22108.83,10026.5,14396.25
ENSG00000104691,40,240,290,14,8,757,376,676,94,354,306,215,239,670.5,613.5,655,471,1209.5,1850.5,393,1188,451,757.5
ENSG00000104695,174,506,540,39,28,1652,678,1570,322,1001,552,383,618,3719.75,2949.67,3315.25,2750,5279.42,6772.83,1560.25,5708.67,2189.5,3322.42
ENSG00000133863,9,5,7,1,0,71,17,15,4,34,36,19,4,95,132,72,71,113,246,26,30,2,14
ENSG00000172733,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,3,4,7,1,3,0,1
ENSG00000165392,65,334,320,50,14,922,471,1091,189,644,532,323,498,1326.5,1733.5,1168.5,1119,1550.5,3511.5,1111.5,1959.5,819.5,1659.5
ENSG00000157168,422,2715,3073,391,242,3455,3679,5545,928,3276,2496,3169,4608,7361,10425.33,5407,6457.75,6003.25,14012.5,4542.5,9273.5,3891,9411.17
ENSG00000172728,44,255,300,21,6,483,236,492,63,365,252,213,241,600,956,578,532,1043,2196.5,231,1319.5,419.5,476
ENSG00000198042,162,602,636,101,39,1187,958,1154,215,1036,684,751,805,1697,2120.5,1574,1673.5,2715,5413.37,1537.5,3181.5,1337,2778
ENSG00000129696,60,150,164,46,23,464,213,644,99,321,242,184,332,642,678,558,569,649.33,1397,537,862.5,347,1057
ENSG00000133874,3,18,18,0,0,42,8,38,11,44,14,10,17,87,137,74,80,107,211,55,90,23,95
ENSG00000133878,0,2,2,0,0,3,0,4,1,2,2,1,2,5,6,6,5,11,14,1,4,2,2.5
ENSG00000156687,1,0,0,0,0,123,0,4,0,62,23,22,1,124,144,110,73,167,263,28,4,1,8
ENSG00000215262,0,0,0,0,0,4,0,1,0,3,0,0,0,1,2,0,0,4,3,0,0,2,0
ENSG00000183779,26,100,62,39,52,89,60,135,28,245,94,167,63,809,1111.5,802,1412.5,2056,3798,2339.5,1162,371,745
ENSG00000147475,37,263,287,13,8,721,508,775,98,361,262,240,414,1009.5,765,885,651,1279.67,2109,414,1609.5,702,971.67
ENSG00000147471,72,330,393,21,14,788,376,710,102,380,270,210,310,1054.5,808.5,813,605,1808,2336,544,1987.5,745,1121.5
ENSG00000020181,14,82,88,6,1,191,50,217,33,78,70,36,123,320,293,224,161,498,532,49.33,451.5,122,244
ENSG00000104221,7,72,84,10,2,269,61,312,97,260,192,98,228,276.1,405,239,346,314.5,794.5,265.5,333.5,130,802.17
ENSG00000156675,20,273,324,22,16,575,427,820,108,398,324,410,518,1191.5,1054,1119,926,966,1991.5,957.5,1132,480,811.5
ENSG00000169154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187840,376,2191,2409,55,13,2502,1562,2705,322,956,872,1036,1483,3212.5,2702.5,2656.17,1835.5,6514.5,7221.5,559,5536.33,2119.5,2597.17
ENSG00000129691,56,390,376,31,22,435,512,622,115,446,258,326,597,1738,1174.5,1346.5,1071,1594,2789.83,1072,2161,937.5,2652.5
ENSG00000147465,0,0,2,0,3,1,0,0,1,2,1,0,1,3,0,5,5,2,8,7,5,0,10
ENSG00000175324,208,887,1040,49,18,1423,1054,1358,165,926,697,591,888,1801.5,1841,1419.75,1110,3204,4461.75,833,3000.5,1207.5,1805
ENSG00000156735,114,513,504,38,22,938,726,942,154,559,460,563,675,1377.5,1436,1179.5,1152,1927.5,3474.67,578.5,2272.5,874.17,1396
ENSG00000085788,136,774,858,55,12,1594,1108,1779,248,952,571,540,814,2244.75,1986.17,2209,1459.83,4062.33,5069.83,1040.33,4168.17,1560,1964.5
ENSG00000147535,51,337,337,9,2,628,308,788,86,305,256,187,334,890.64,772,776.5,586.5,1744.5,2289.33,367.5,1503,618,838.5
ENSG00000147548,186,1358,1389,101,62,1475,1898,1594,241,1268,720,1292,1427,3682.67,3954,3005.67,2590.67,4910.33,9064.5,1989.17,5708.33,2205.83,3807.17
ENSG00000165046,36,129,102,8,10,87,170,116,22,88,63,99,207,160,234.5,90,111.5,208,448,176,304.17,146,259
ENSG00000077782,296,2390,2558,154,55,4151,2425,4591,711,2673,1706,2052,3156,8486.75,7581,6038.42,5123.25,7843.25,12125.58,2341,8899.17,3312.75,5084.25
ENSG00000196166,1,1,0,1,0,2,0,1,0,0,2,2,0,0,1,0,2,1,0,5,0,0,0
ENSG00000147526,81,440,411,21,10,1377,720,1762,218,628,497,282,552,2571.5,2141,2467.5,1706,3369.17,4922,780.5,4125,1623,1711.5
ENSG00000169499,14,214,225,7,1,241,180,467,94,161,113,108,243,601.5,624,514,493,883,1592.17,143.5,1501.5,557,852.5
ENSG00000169495,0,5,4,0,0,1,0,2,0,1,0,2,1,0,1,0,0,3,2,1,0,1,1
ENSG00000169490,95,474,506,33,17,1087,576,1102,185,616,428,368,682,1518,1338,1256.5,1091,2009.5,2971,593,2168,833.5,1345
ENSG00000168615,802,4166,4306,218,110,11014,6984,10833,1684,4653,3175,3220,5594,18349.25,11871.08,15704.08,10090.67,22520.17,25271.17,5123.5,25069.17,11006,14301.33
ENSG00000197140,14,57,58,6,4,127,69,122,22,94,60,44,52,154.25,173.5,84,137,240,248.75,177.5,193.75,57.5,107.75
ENSG00000168619,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.33,0,0,0,0,5,0,0,2
ENSG00000104755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131203,0,0,1,0,0,0,0,0,2,4,0,0,13,0,0,0,1,4,0,29,0,0,60
ENSG00000188676,0,0,1,0,0,2,1,3,0,2,0,1,0,0,0,1,5,2,3,12,2,2,4
ENSG00000176907,516,1450,1485,505,478,1790,1377,1793,576,4082,2672,2165,2417,2776,5650,2478,5139.5,4220,8602,8565,3883,1806,6007
ENSG00000165061,10,86,72,0,4,45,112,127,30,29,21,22,204,79,89.5,91,66,141,219,32,246.5,78.5,188
ENSG00000104332,29,266,270,6,1,556,373,849,94,181,148,138,488,1378,828,985,716,1165,1734.17,138,2044,715,856.5
ENSG00000147533,193,1056,1110,42,10,827,1214,1048,139,704,296,644,910,1713,1827,1390.5,1151.5,3037.5,4347,783.5,3211,1244,1901
ENSG00000147536,19,145,162,5,0,562,126,560,107,187,158,68,211,868.83,570,695,496.67,765.5,973.17,218,1191.5,482,899
ENSG00000158669,112,1014,1054,38,34,1916,1198,1827,298,1252,672,722,1178,3667.5,2925.5,2843,2229.5,4365.5,6695,1813.5,5365,2145.5,3514.83
ENSG00000165066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000029534,5,56,34,2,2,112,52,120,14,71,30,49,63,341,239,201,129,210.5,366,83,232.5,93.5,257
ENSG00000083168,108,958,1006,203,143,996,1519,1840,200,1864,878,1984,1084,3155.5,5039.5,3238.5,4195,3346,10556,4231,4641,1818,3452.5
ENSG00000070718,23,199,173,24,10,471,207,524,78,437,326,218,310,433,648,366.5,426,561.5,1282,375,729,276,649.5
ENSG00000104368,0,51,48,1,3,57,90,147,18,32,16,23,118,111,103,56,94,79,153,20,160,56,107.5
ENSG00000104365,47,459,480,27,13,1059,496,1155,252,904,549,419,742,1749.64,1909,1350,1390,2450.5,4314.5,1346.3,2754.67,1010,2594.3
ENSG00000070501,109,365,448,26,10,690,371,779,118,386,278,256,359,1200,1039,823.5,620,1646.5,2247,426.5,1685,678.5,1312.5
ENSG00000104371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078668,236,642,710,31,12,4178,991,3869,609,1299,1272,400,915,4538.5,2686.75,3504,2331.67,4770.08,5746.58,589,5668.17,2404.33,3980.67
ENSG00000168575,21,170,187,10,8,397,198,502,67,262,141,127,254,667,709,662,572,1161,1820,319,1353.5,514,894
ENSG00000176209,134,332,344,14,9,713,342,705,84,329,292,178,348,855.5,768,701,466,1769.5,2214.5,306,1487.5,560,788
ENSG00000147432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0
ENSG00000147434,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,1,1
ENSG00000131931,53,372,379,23,25,395,412,464,73,389,242,398,504,772.5,985,619.5,680.5,1040,2205,747,1184,460,1229
ENSG00000120925,82,292,303,14,8,645,392,669,131,265,188,152,386,875,654.5,783.5,473,1300.5,1696.67,140,1388,529,789
ENSG00000168172,84,264,269,26,8,528,401,716,110,399,261,232,274,1522.85,1457.05,1375.45,1022.77,1402.74,2325.01,496.08,1802.24,674.97,1166.23
ENSG00000254673,22,96,98,4,2,163,140,178,23,88,61,69,108,207.82,156.29,188.57,147.87,314.29,478.19,78.29,298.84,117.06,255.13
ENSG00000168522,146,514,603,54,20,1955,794,1918,370,882,823,381,835,2342.32,2068.12,2068.32,1592.03,3363.96,5270.77,1202.79,3496.34,1390.81,3043.47
ENSG00000185900,43,303,298,9,9,820,261,1039,139,674,484,343,200,938.67,1543.67,1184.33,1174,1765.67,3911.5,660.67,1862.17,646,571
ENSG00000165102,87,397,420,19,5,1037,429,1169,198,499,379,193,446,1857.67,1498.53,1698.64,1157,3014,3773.86,442.57,2715.27,971.79,1519.17
ENSG00000164808,114,857,860,27,9,1448,895,1537,228,588,419,386,1004,2037.75,1467,1948.08,1187,3024.5,3543.17,576.75,3225.17,1219,2238.08
ENSG00000221869,72,372,348,68,119,544,156,466,159,1500,706,973,948,918,1719,846,2650,1515,3816,4865,1236,403.5,3596
ENSG00000253729,391,2592,2784,343,109,10074,4199,16111,1737,7567,5449,2915,3343,21861,20325.5,18572.17,14061.5,14628.83,31881.5,8744.5,18548.17,7428.5,9621
ENSG00000104738,194,1349,1446,131,55,5183,2270,6684,1120,2348,1939,1243,2701,6897,4697,5429,3715.5,4040.5,7682.5,2000,7184.5,3028,9192.67
ENSG00000169139,219,399,453,30,28,1430,587,1405,204,859,596,270,353,2218.92,2036.83,1903.08,1487.87,3844.92,5414.42,1205.42,3929.83,1666.17,2542.42
ENSG00000034239,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0
ENSG00000019549,2,19,16,4,1,9,34,18,5,29,8,27,98,63,120,29,69,60,183,107,74,20,71
ENSG00000168333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147485,0,0,2,0,0,2,4,0,0,1,1,3,3,5,1,10,3,4,10,5,6,0,5
ENSG00000168300,54,174,193,16,4,396,234,348,60,227,182,131,246,586.79,626.03,463.64,342.7,826.75,1278.42,321.5,882.49,305.75,482.25
ENSG00000147488,0,2,0,0,1,0,0,0,0,1,1,1,0,0,6,0,0,2,3,2,0,0,4
ENSG00000196711,0,0,2,0,0,3,0,3,0,3,3,2,3,3.5,11,6,7,1,16,6,9,2,3
ENSG00000023287,340,1204,1332,57,22,3380,1576,3428,530,1573,1184,782,1192,4669,4242.5,4183.17,3313,7750.5,10088.5,2136,9286.17,3386,4557
ENSG00000183729,2,0,0,0,0,1,1,3,0,0,0,0,4,6,6,5,1,1.5,2,2,3,0,0
ENSG00000082556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
ENSG00000047249,16,127,144,6,4,837,256,837,170,264,269,121,303,1051,614,782.5,583,827,1303,436,1279.5,520,1408.5
ENSG00000147509,41,159,170,15,4,381,182,424,89,279,176,106,200,463,501.67,401,355,885.33,1392,438,1126,452,1053.67
ENSG00000187735,492,1648,1741,101,33,4099,2444,3946,601,1602,1309,1040,1940,5482.92,3774.33,4568.42,3242.92,8280.83,9232.58,1474.5,8175.25,3714,4818.5
ENSG00000120992,431,1525,1644,56,15,2961,1545,2523,462,1121,953,766,1408,3190.5,2581.82,2895.57,1771.22,5519.13,5687.27,606.75,5525.43,2309.35,2852.27
ENSG00000137547,128,417,520,30,14,1556,700,1904,293,789,616,371,674,3073,2162,2445.5,1971.5,3237.5,4684,694,4038,1766.5,2868.5
ENSG00000164736,3,15,22,5,7,31,4,30,2,45,32,61,49,96,214,68,159,116,345,153,56,13,69
ENSG00000104237,0,1,1,0,0,3,0,0,0,1,0,0,1,8,15,0,2,2,5,1,1,0,1
ENSG00000206579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000167904,62,156,166,14,4,556,210,552,85,339,288,130,205,872,937,696.5,677,1190,2205,413,1427,599,905.17
ENSG00000137574,86,507,555,44,34,1162,889,1465,266,1056,700,618,930,1532,1825.5,1461.25,1561.5,1912.5,4084,1773,2539,919,2790.5
ENSG00000254087,21,242,315,9,1,608,439,785,92,382,220,190,324,1447.17,1027.5,1337.5,1000,2037.67,2969.5,428,2224,940.5,1603.5
ENSG00000008988,2232,6585,6856,500,172,13439,6008,12381,2614,8089,6907,3695,6002,11289.56,10947.92,9927.45,7986.26,17145.76,18956.55,5352.94,17280.83,9170.56,11257.82
ENSG00000172680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181690,0,5,3,1,0,7,3,4,0,5,7,5,5,11,17,6,6,10,38,7,23,1,8
ENSG00000170791,40,86,103,12,10,376,102,310,47,229,187,68,88,489,432.5,322.17,278,763.5,1115,627.5,749.5,278,453
ENSG00000170786,1,0,1,0,0,17,2,7,3,7,6,0,1,15,12,12,12,30,48,8,23,7,25
ENSG00000181195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000104331,140,605,700,39,12,2608,796,2604,375,1120,960,454,696,2896,2185.5,2720,1963.5,4455.5,5875,1067,4701,1923.5,2130.5
ENSG00000169122,2,3,5,0,1,12,13,26,5,25,9,7,10,57,122,49,71,69,167,23,78,25,44
ENSG00000215114,119,454,465,17,5,821,549,766,118,438,318,241,452,1185.67,983,1123.33,683.83,2444.83,2690.33,489,2425.67,953.67,1394.83
ENSG00000167910,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,3,0,0,0
ENSG00000137575,102,489,548,24,26,1351,830,1668,230,694,412,347,755,3307.83,1855,3091.67,2104.83,4026,4847.67,1780,4488.42,1988.5,3952.58
ENSG00000035681,194,1460,1622,64,24,2103,1859,2632,384,1109,760,920,1641,2885,2256.17,2419,1725,4447.5,6356.5,1060.5,5742.5,2104,3140.67
ENSG00000198846,0,2,2,3,0,2,7,3,0,3,3,4,7,4,8,3,9,7,24,7,40,12,22
ENSG00000178538,7,97,113,6,5,514,120,424,68,252,135,96,208,550.5,272,356.5,336.5,620,807,541,1316.5,555,1597
ENSG00000104388,272,1055,1116,43,19,2708,1452,2633,349,1007,828,646,1092,4357.67,2914,3664.33,2551.33,5358.5,6456.83,877.5,6068,2704.5,3503.83
ENSG00000171316,140,1169,1180,154,90,1102,1254,1443,161,1736,1004,1617,1044,2110,4373,2203.67,2681.5,2642,7687,2266.5,2887,1123,1463
ENSG00000177182,2,21,26,0,1,38,30,53,8,17,6,18,18,44,12,14,8,48,65,10,84,16,39
ENSG00000198363,2684,7209,7547,598,136,28698,10719,23380,3902,11881,9956,5320,7464,26372.92,20102.62,24282.67,17343.67,40328.36,48625.35,7909.33,41919.52,19352.22,20290.67
ENSG00000185942,1,5,2,0,0,9,4,10,0,3,6,3,1,26,10,21,13,22,39,8,12,8,9
ENSG00000137563,174,444,454,18,3,2471,738,2268,318,682,711,270,570,3146,1748,2397.5,1472.5,4114.33,4355.7,306,4355.17,1774,2642
ENSG00000137561,7,9,16,0,0,53,8,27,4,21,26,15,4,53,51,30,29,101,184,15,99,39,33
ENSG00000185728,131,832,827,93,84,1271,1164,1546,239,1349,768,1092,1254,2331.33,2570,2353,2528,2910.5,6344.33,2894.5,3703,1454,4332.5
ENSG00000180828,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000172817,0,4,4,1,0,19,12,36,6,7,3,2,20,18,25,29,18,20,56,4,32,13,34
ENSG00000104442,98,318,354,18,5,1488,408,1432,248,631,498,235,437,1921.5,1535,1593.5,1243,2508.5,3787.5,483,2981,1206,2165
ENSG00000066855,186,974,1027,40,10,1392,1200,1226,198,618,486,650,960,1708,1502,1417,1089.5,2300,3664,369,2908.5,1094.5,1606.5
ENSG00000205268,51,346,318,31,8,579,436,609,90,540,370,312,286,647,1005,639,796,1401.5,2978.5,547.5,1362,537.5,760
ENSG00000147570,3,7,10,0,0,7,8,10,0,4,5,3,4,9,6,7,4,14,13,2,29,6,11
ENSG00000147573,0,13,7,0,0,10,10,13,1,6,4,5,15,10,13,13,9,29,33,20,26,16,24
ENSG00000147571,0,1,2,1,0,1,4,5,0,2,1,4,7,4,6,3,15,12,6,19,30.5,5,7
